epoch acc_val acc_tra
1 0.2650000000000001 0.25680555555558393
2 0.27000000000000013 0.34534722222226444
3 0.27500000000000013 0.3081597222222586
4 0.2500000000000001 0.36659722222226776
5 0.28000000000000014 0.4185416666667203
6 0.2500000000000001 0.4240625000000545
7 0.2500000000000001 0.4215277777778319
8 0.2500000000000001 0.49378472222228764
9 0.23000000000000012 0.5530902777778525
10 0.28000000000000014 0.4864583333333976
11 0.2500000000000001 0.5671180555556324
12 0.2500000000000001 0.5899652777778582
13 0.2500000000000001 0.5590972222222979
14 0.2200000000000001 0.6044444444445272
15 0.23500000000000013 0.6302083333334201
16 0.23500000000000013 0.6570138888889798
17 0.24000000000000013 0.632326388888976
18 0.24500000000000013 0.678090277777872
19 0.24500000000000013 0.7233680555556569
20 0.27000000000000013 0.6909722222223185
21 0.24500000000000013 0.6549652777778684
22 0.24000000000000013 0.7492361111112165
23 0.2650000000000001 0.7646875000001078
24 0.24500000000000013 0.6993055555556531
25 0.24500000000000013 0.8110416666667817
26 0.23000000000000012 0.8273611111112287
27 0.24500000000000013 0.8123958333334486
28 0.22500000000000012 0.7942708333334457
29 0.24500000000000013 0.8466666666667872
30 0.24500000000000013 0.817951388889005
31 0.2500000000000001 0.8345486111112298
32 0.24500000000000013 0.8547222222223441
33 0.2500000000000001 0.859895833333456
34 0.24500000000000013 0.8819444444445705
35 0.2500000000000001 0.8618055555556785
36 0.2500000000000001 0.8657986111112347
37 0.27500000000000013 0.8558333333334553
38 0.2500000000000001 0.8973958333334618
39 0.27000000000000013 0.908090277777908
40 0.27000000000000013 0.891319444444572
41 0.27000000000000013 0.9000000000001289
42 0.2500000000000001 0.8733333333334581
43 0.2650000000000001 0.9106597222223528
44 0.2600000000000001 0.9137152777779088
45 0.24500000000000013 0.9025000000001293
46 0.2600000000000001 0.8969097222223507
47 0.24500000000000013 0.9256597222223552
48 0.28000000000000014 0.9350000000001344
49 0.2550000000000001 0.9086805555556858
50 0.2500000000000001 0.9195486111112431
51 0.28500000000000014 0.9368402777779125
52 0.2500000000000001 0.900312500000129
53 0.2600000000000001 0.9201736111112432
