epoch acc_val acc_tra
1 0.25500000000000006 0.27545138888889176
2 0.25 0.28152777777778126
3 0.25 0.2742361111111137
4 0.23500000000000001 0.29930555555556043
5 0.255 0.3190277777777846
6 0.25 0.3180902777777836
7 0.25999999999999995 0.2952430555555608
8 0.27499999999999997 0.30996527777778343
9 0.285 0.31434027777778395
10 0.26499999999999996 0.31593750000000637
11 0.26499999999999996 0.31329861111111684
12 0.275 0.3402430555555644
13 0.275 0.3293750000000071
14 0.28 0.3093402777777838
15 0.28500000000000003 0.3524652777777868
16 0.28500000000000003 0.35593750000000973
17 0.28 0.3450000000000083
18 0.29500000000000004 0.34034722222223074
19 0.29 0.36312500000000864
20 0.29500000000000004 0.3671180555555648
21 0.285 0.3633333333333438
22 0.28500000000000003 0.36131944444445374
23 0.285 0.3703472222222328
24 0.275 0.3500694444444537
25 0.30000000000000004 0.36875000000001057
26 0.285 0.37197916666667724
27 0.30000000000000004 0.36003472222223243
28 0.3 0.38701388888889865
29 0.3 0.3855555555555665
30 0.275 0.3622222222222321
31 0.29000000000000004 0.3952083333333436
32 0.30000000000000004 0.37711805555556527
33 0.25999999999999995 0.3539236111111204
34 0.29000000000000004 0.3769444444444552
35 0.28500000000000003 0.402881944444455
36 0.265 0.3621527777777886
37 0.27999999999999997 0.3803125000000106
38 0.3 0.38604166666667783
39 0.28500000000000003 0.4026388888889008
40 0.29 0.41090277777778894
41 0.27 0.36270833333334307
42 0.28 0.3765625000000108
43 0.29 0.3848958333333447
44 0.29 0.4261111111111227
45 0.28 0.41944444444445617
46 0.30500000000000005 0.41142361111112263
47 0.29 0.4213541666666788
48 0.28 0.4240625000000122
49 0.295 0.43159722222223323
50 0.285 0.4317013888888994
51 0.26999999999999996 0.4292013888889008
52 0.28500000000000003 0.4318750000000115
53 0.26 0.3978819444444555
54 0.28500000000000003 0.44402777777778907
55 0.27 0.4365972222222331
56 0.29 0.4625000000000108
57 0.27999999999999997 0.4542013888889005
58 0.25499999999999995 0.4292361111111223
59 0.29 0.4288888888889015
60 0.285 0.47142361111112197
61 0.29 0.4678819444444566
62 0.285 0.4404513888889009
63 0.27499999999999997 0.44118055555556684
64 0.26999999999999996 0.4626041666666763
65 0.285 0.4816666666666776
66 0.295 0.45177083333334545
67 0.27 0.478541666666677
68 0.26 0.4954513888888972
69 0.27999999999999997 0.48684027777778777
70 0.265 0.48878472222223096
71 0.255 0.4880208333333425
72 0.275 0.5135416666666758
73 0.28500000000000003 0.5108680555555641
74 0.28 0.5168402777777861
75 0.28500000000000003 0.49788194444445316
76 0.275 0.4834375000000094
77 0.29 0.5169444444444533
78 0.25999999999999995 0.5168750000000087
79 0.255 0.45774305555556666
80 0.27999999999999997 0.49236111111112196
81 0.28 0.5333333333333418
82 0.28 0.5322916666666776
83 0.285 0.49156250000000945
84 0.24499999999999997 0.5227430555555646
85 0.28 0.5603125000000094
86 0.26 0.49645833333334066
87 0.26999999999999996 0.5452777777777879
88 0.24500000000000002 0.49454861111111925
89 0.265 0.5569791666666777
90 0.28500000000000003 0.556979166666677
91 0.265 0.5628125000000113
92 0.275 0.5700000000000112
93 0.265 0.5401041666666753
94 0.25 0.46652777777778925
95 0.275 0.5890625000000113
96 0.26 0.5174652777777863
97 0.275 0.5253125000000098
98 0.245 0.49409722222223124
99 0.25 0.5969097222222354
100 0.25 0.5095138888888964
