epoch acc_val acc_tra
1 0.2500000000000001 0.5366666666666723
2 0.2500000000000001 0.611666666666674
3 0.2650000000000001 0.6000000000000071
4 0.2600000000000001 0.5991666666666737
5 0.2550000000000001 0.7200000000000099
6 0.24500000000000013 0.7308333333333434
7 0.2650000000000001 0.8616666666666798
8 0.2550000000000001 0.8275000000000123
9 0.24500000000000013 0.7083333333333429
10 0.2600000000000001 0.8241666666666789
11 0.2650000000000001 0.7791666666666779
12 0.2600000000000001 0.8700000000000133
13 0.2500000000000001 0.7941666666666782
14 0.2500000000000001 0.7125000000000097
15 0.2650000000000001 0.7583333333333441
16 0.2600000000000001 0.8766666666666801
17 0.2550000000000001 0.8033333333333451
18 0.2600000000000001 0.8816666666666803
19 0.27000000000000013 0.9300000000000147
20 0.27000000000000013 0.9600000000000154
21 0.2650000000000001 0.9100000000000142
22 0.2550000000000001 0.8908333333333471
23 0.2650000000000001 0.8225000000000122
24 0.2650000000000001 0.9466666666666818
25 0.2600000000000001 0.973333333333349
26 0.28500000000000014 0.8883333333333471
27 0.2600000000000001 0.9133333333333477
28 0.2650000000000001 0.8916666666666805
29 0.2500000000000001 0.9775000000000158
30 0.2600000000000001 0.9758333333333491
31 0.27000000000000013 0.985000000000016
32 0.2600000000000001 0.9408333333333483
33 0.2600000000000001 0.8933333333333472
34 0.2650000000000001 0.9916666666666828
35 0.28000000000000014 0.9750000000000157
36 0.2550000000000001 0.9925000000000161
37 0.27500000000000013 0.9775000000000158
38 0.2550000000000001 0.9625000000000155
39 0.2650000000000001 0.9883333333333494
40 0.2600000000000001 0.9316666666666814
41 0.27000000000000013 0.9958333333333496
42 0.2650000000000001 0.9925000000000161
43 0.2500000000000001 0.9925000000000161
44 0.2650000000000001 0.9766666666666824
45 0.2650000000000001 0.9941666666666829
46 0.27000000000000013 0.9941666666666829
47 0.2600000000000001 0.9950000000000162
48 0.2650000000000001 0.8591666666666797
49 0.2650000000000001 0.9941666666666829
50 0.2550000000000001 0.9958333333333496
51 0.24500000000000013 0.9975000000000163
52 0.2650000000000001 0.9916666666666828
53 0.2500000000000001 0.9750000000000157
54 0.2650000000000001 0.9975000000000163
55 0.28500000000000014 0.9175000000000144
56 0.2600000000000001 0.9950000000000162
57 0.2650000000000001 0.9975000000000163
58 0.27000000000000013 0.9975000000000163
59 0.2650000000000001 0.9966666666666829
60 0.27500000000000013 0.9925000000000161
61 0.24000000000000013 0.8050000000000118
62 0.27000000000000013 0.9550000000000153
63 0.28000000000000014 0.9933333333333495
64 0.2550000000000001 0.9008333333333474
65 0.27000000000000013 0.9966666666666829
66 0.2600000000000001 0.9966666666666829
67 0.2600000000000001 0.9975000000000163
68 0.27000000000000013 0.9950000000000162
69 0.2650000000000001 0.9966666666666829
70 0.27000000000000013 0.9800000000000159
71 0.2650000000000001 0.9958333333333496
72 0.27500000000000013 0.9966666666666829
73 0.28000000000000014 0.9766666666666824
74 0.27500000000000013 0.9975000000000163
75 0.27500000000000013 0.9966666666666829
76 0.2650000000000001 0.9925000000000161
77 0.2650000000000001 0.9666666666666822
78 0.2650000000000001 0.8566666666666797
79 0.2650000000000001 0.9975000000000163
80 0.2650000000000001 0.9966666666666829
81 0.27500000000000013 0.9983333333333496
82 0.27000000000000013 0.9608333333333487
83 0.28500000000000014 0.9866666666666827
84 0.28000000000000014 0.9983333333333496
85 0.28500000000000014 0.9966666666666829
86 0.28000000000000014 0.9966666666666829
87 0.27500000000000013 0.9966666666666829
88 0.27500000000000013 0.9975000000000163
89 0.2650000000000001 0.9966666666666829
90 0.28000000000000014 0.9958333333333496
91 0.27500000000000013 0.973333333333349
92 0.2550000000000001 0.9966666666666829
93 0.2550000000000001 0.9966666666666829
94 0.27500000000000013 0.9958333333333496
95 0.2650000000000001 0.9916666666666828
96 0.27000000000000013 0.9966666666666829
97 0.2650000000000001 0.9958333333333496
98 0.27000000000000013 0.9966666666666829
99 0.2600000000000001 0.9975000000000163
100 0.29000000000000015 0.9983333333333496
