epoch acc_val acc_tra
1 0.25999999999999995 0.3044791666666728
2 0.26000000000000006 0.3359722222222307
3 0.26500000000000007 0.3906944444444566
4 0.25000000000000006 0.4068055555555682
5 0.2700000000000001 0.3747916666666777
6 0.2700000000000001 0.384756944444455
7 0.26500000000000007 0.44690972222223374
8 0.23500000000000004 0.4747916666666772
9 0.26500000000000007 0.44135416666667754
10 0.2750000000000001 0.5032638888888962
11 0.2500000000000001 0.5484375000000093
12 0.2700000000000001 0.5517708333333422
13 0.28 0.5022916666666746
14 0.28500000000000003 0.5145486111111199
15 0.2850000000000001 0.566076388888899
16 0.29500000000000004 0.6038194444444573
17 0.27 0.5864930555555682
18 0.28500000000000003 0.6511458333333501
19 0.255 0.6437847222222389
20 0.275 0.6823263888889087
21 0.26999999999999996 0.6719097222222414
22 0.3 0.6743402777777967
23 0.29000000000000004 0.7084375000000227
24 0.255 0.7033333333333555
25 0.28500000000000003 0.7237152777778035
26 0.265 0.7741319444444762
27 0.28 0.728576388888915
28 0.27499999999999997 0.7509375000000277
29 0.30000000000000004 0.7802430555555885
30 0.2700000000000001 0.7658333333333636
31 0.30000000000000004 0.7945138888889246
32 0.28 0.8046875000000366
33 0.28 0.7769444444444767
34 0.29500000000000004 0.7663888888889194
35 0.26499999999999996 0.7721180555555871
36 0.28 0.8111111111111486
37 0.3 0.8260416666667072
38 0.26 0.8300347222222637
39 0.28500000000000003 0.845034722222266
40 0.28500000000000003 0.8128819444444827
41 0.28 0.8238541666667072
42 0.28500000000000003 0.846597222222266
43 0.28500000000000003 0.8075694444444816
44 0.28500000000000003 0.85444444444449
45 0.26499999999999996 0.8505555555556004
46 0.275 0.8761805555556055
47 0.275 0.8716319444444935
48 0.26999999999999996 0.8666319444444927
49 0.28 0.8634027777778251
50 0.265 0.8585416666667129
51 0.28 0.887187500000052
52 0.27 0.8676041666667148
53 0.275 0.8890625000000524
54 0.29500000000000004 0.8698611111111599
55 0.255 0.8920138888889417
56 0.295 0.9131597222222798
57 0.275 0.9007291666667221
58 0.2700000000000001 0.904270833333389
59 0.27 0.8571180555556019
60 0.28 0.9192013888889476
61 0.29000000000000004 0.9109722222222792
62 0.28 0.8686111111111594
63 0.28 0.9066319444445005
64 0.265 0.9204861111111701
65 0.275 0.9163194444445026
66 0.275 0.9060069444445004
67 0.31000000000000005 0.8858680555556073
68 0.28 0.9169097222222805
69 0.275 0.9246527777778377
70 0.27999999999999997 0.9228472222222819
71 0.265 0.9078125000000562
72 0.275 0.9002777777778325
73 0.27 0.931215277777839
74 0.275 0.9091319444445013
75 0.28500000000000003 0.918819444444503
76 0.28500000000000003 0.9306944444445056
77 0.28500000000000003 0.9292361111111718
78 0.265 0.9287500000000606
79 0.27 0.9292708333333941
80 0.26000000000000006 0.9160416666667247
81 0.2750000000000001 0.9281944444445049
82 0.28500000000000003 0.9433333333333973
83 0.26 0.917291666666725
84 0.275 0.9233333333333931
85 0.27999999999999997 0.9371180555556182
86 0.26499999999999996 0.9393055555556187
87 0.28 0.9367708333333958
88 0.28 0.9378125000000627
89 0.28 0.9239930555556151
90 0.265 0.9393055555556186
91 0.26 0.9400347222222855
92 0.275 0.9314930555556168
93 0.26500000000000007 0.9310416666667279
94 0.275 0.9288541666667273
95 0.28 0.9498611111111764
96 0.265 0.945416666666731
97 0.26500000000000007 0.9428472222222859
98 0.2700000000000001 0.9493402777778428
99 0.28 0.9425694444445082
100 0.26500000000000007 0.938506944444507
