epoch acc_val acc_tra
1 0.27000000000000013 0.31861111111114915
2 0.27000000000000013 0.3642361111111563
3 0.27500000000000013 0.3974305555556059
4 0.2600000000000001 0.4689930555556171
5 0.2550000000000001 0.46125000000006033
6 0.2500000000000001 0.4914583333333984
7 0.2650000000000001 0.5054513888889561
8 0.2600000000000001 0.5862847222223021
9 0.2650000000000001 0.5470833333334071
10 0.28000000000000014 0.570868055555633
11 0.27500000000000013 0.6444444444445334
12 0.2550000000000001 0.6096875000000835
13 0.27500000000000013 0.6470833333334227
14 0.28500000000000014 0.6673611111112037
15 0.27000000000000013 0.6791319444445388
16 0.2500000000000001 0.7288541666667688
17 0.28000000000000014 0.7023611111112091
18 0.2650000000000001 0.7558680555556619
19 0.28000000000000014 0.7855555555556666
20 0.28000000000000014 0.7834027777778885
21 0.24000000000000013 0.7874652777778891
22 0.27000000000000013 0.792638888889001
23 0.2550000000000001 0.8171527777778937
24 0.2650000000000001 0.7913194444445564
25 0.24500000000000013 0.8002430555556689
26 0.2650000000000001 0.8084027777778924
27 0.2600000000000001 0.828020833333451
28 0.2500000000000001 0.8390625000001194
29 0.24000000000000013 0.833055555555674
30 0.2650000000000001 0.8572222222223445
31 0.2600000000000001 0.8742708333334582
32 0.23500000000000013 0.8703819444445687
33 0.23000000000000012 0.8827083333334595
34 0.23000000000000012 0.9016666666667958
